## Master file format version 1.0           2001.08.21 CCT&NRV

                         1988 MULTI-AGENCY SCHEDULE

                     Last Updated - April 13, 2006 - CCT


  SESSION  SESSION DATE  DOY TIME  DUR       STATIONS               SKED CORR STATUS  PF   DBC  SUBM  DEL  MK4
    NAME     CODE  mondd ddd hh:mm hr                                         yymondd      CODE       days NUM
----------------------------------------------------------------------------------------------------------------
|INT88-001 |I88001|JAN01|1  |     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT88-321 |I88321|NOV16|321|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT88-322 |I88322|NOV17|322|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A508 |IA508 |NOV18|323|     |  |HrWfWz                       |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT88-324 |I88324|NOV19|324|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT88-325 |I88325|NOV20|325|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|GNUT-73   |GN8873|NOV21|326|     |  |GcRi                         |USNO|WASH|       |    |XO  |NASA|     |    |
|INT88-326 |I88326|NOV21|326|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT88-327 |I88327|NOV22|327|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A509 |IA509 |NOV23|328|     |  |HrRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT88-329 |I88329|NOV24|329|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT88-330 |I88330|NOV25|330|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT88-331 |I88331|NOV26|331|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT88-332 |I88332|NOV27|332|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A510 |IA510 |NOV28|333|     |  |HrMcRiWfWz                   |NOAA|WASH|       |    |XI  |NASA|     |    |
|ATD-6     |ATD886|NOV29|334|     |  |GcHrMoWf                     |NASA|HAYS|       |    |X   |NASA|     |    |
|INT88-334 |I88334|NOV29|334|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT88-335 |I88335|NOV30|335|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
----------------------------------------------------------------------------------------------------------------
|INT88-336 |I88336|DEC01|336|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT88-337 |I88337|DEC02|337|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT88-338 |I88338|DEC03|338|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A511 |IA511 |DEC03|338|     |  |HrRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT88-340 |I88340|DEC05|340|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT88-341 |I88341|DEC06|341|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|GNUT-75   |GN8875|DEC07|342|     |  |GcMcMd                       |USNO|WASH|       |    |XO  |NASA|     |    |
|INT88-343 |I88343|DEC08|343|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A512 |IA512 |DEC08|343|     |  |HrWfWz                       |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT88-345 |I88345|DEC10|345|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|PPM-S4    |PM88S4|DEC10|345|     |  |45GcKaKuSh                   |NASA|WASH|       |    |X   |NASA|     |    |
|INT88-347 |I88347|DEC12|347|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT88-348 |I88348|DEC13|348|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A513 |IA513 |DEC13|348|     |  |HrRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|E.ATL-5   |EAT885|DEC14|349|     |  |65McOnRiWfWz                 |NASA|WASH|       |    |X   |NASA|     |    |
|GNUT-76   |GN8876|DEC15|350|     |  |GcMd                         |USNO|WASH|       |    |XO  |NASA|     |    |
|INT88-350 |I88350|DEC15|350|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|SOUTH-3   |STH883|DEC15|350|     |  |45KaKu                       |NRL |WASH|       |    |XN  |NASA|     |    |
|INT88-351 |I88351|DEC16|351|     |  |WfWz                         |NOAA|WASH|       |    |XR  |NASA|     |    |
|INT88-351 |J88351|DEC16|351|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|SOUTH-4   |STH884|DEC16|351|     |  |45KaKu                       |NRL |WASH|       |    |XN  |NASA|     |    |
|INT88-352 |I88352|DEC17|352|     |  |WfWz                         |NOAA|WASH|       |    |XR  |NASA|     |    |
|JUPITER-2 |JUP882|DEC17|352|     |  |KaMcWz                       |BONN|BONN|       |    |XL  |NASA|     |    |
|INT88-353 |I88353|DEC18|353|     |  |WfWz                         |NOAA|WASH|       |    |XR  |NASA|     |    |
|IRIS-A514 |IA514 |DEC18|353|     |  |HrRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|IRIS-P21  |IP8821|DEC19|354|     |  |GcHrKaRi                     |NOAA|HAYS|       |    |XP  |NASA|     |    |
|INT88-355 |I88355|DEC20|355|     |  |WfWz                         |NOAA|WASH|       |    |XR  |NASA|     |    |
|GNUT-77   |GN8877|DEC21|356|     |  |GcMcMdRi                     |USNO|WASH|       |    |XO  |NASA|     |    |
|INT88-356 |I88356|DEC21|356|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT88-357 |I88357|DEC22|357|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A515 |IA515 |DEC23|358|     |  |HrRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT88-361 |I88361|DEC26|361|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT88-362 |I88362|DEC27|362|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT88-363 |I88363|DEC28|363|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A516 |IA516 |DEC28|363|     |  |HrRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT88-365 |I88365|DEC30|365|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT88-366 |I88366|DEC31|366|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
----------------------------------------------------------------------------------------------------------------
## Master file format version 1.0           2001.08.21 CCT&NRV
