## Master file format version 1.0           2001.08.21 CCT&NRV

                         1989 MULTI-AGENCY SCHEDULE

                     Last Updated - November 14, 2003 - CCT


  SESSION  SESSION DATE  DOY TIME  DUR       STATIONS               SKED CORR STATUS  PF   DBC  SUBM  DEL  MK4
    NAME     CODE  mondd ddd hh:mm hr                                         yymondd      CODE       days NUM
----------------------------------------------------------------------------------------------------------------
|INT89-001 |I89001|JAN01|1  |     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-319 |I89319|NOV15|319|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|CDP-89Q6A |CD896A|NOV16|320|     |  |FsGcHcMoPfVbWf               |NASA|HAYS|       |    |X   |NASA|     |    |
|INT89-320 |I89320|NOV16|320|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|CDP-89Q6B |CD896B|NOV17|321|     |  |FsGcHcMoPfVbWf               |NASA|HAYS|       |    |X   |NASA|     |    |
|INT89-321 |I89321|NOV17|321|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A581 |IA581 |NOV18|322|     |  |MoRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT89-323 |I89323|NOV19|323|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-P32  |IP8932|NOV19|323|     |  |GcKaMoN6                     |NOAA|WASH|       |    |XP  |NASA|     |    |
|INT89-324 |I89324|NOV20|324|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-325 |I89325|NOV21|325|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|NAVNET47  |NAVY47|NOV21|325|     |  |G3GcKu                       |USNO|WASH|       |    |XO  |NASA|     |    |
|INT89-326 |I89326|NOV22|326|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A582 |IA582 |NOV23|327|     |  |MoRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT89-328 |I89328|NOV24|328|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-329 |I89329|NOV25|329|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|PPM-S5    |PM89S5|NOV25|329|     |  |45GcHoKaKu                   |NASA|HAYS|       |    |X   |NASA|     |    |
|INT89-330 |I89330|NOV26|330|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|NAVNET48  |NAVY48|NOV26|330|     |  |G3GcKuRi                     |USNO|WASH|       |    |XO  |NASA|     |    |
|INT89-331 |I89331|NOV27|331|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|GSI-2     |GSI892|NOV28|332|     |  |KaTj                         |GSI |HAYS|       |    |DX  |NASA|     |    |
|IRIS-A583 |IA583 |NOV28|332|     |  |MoOnRiWfWz                   |NOAA|WASH|       |    |XI  |NASA|     |    |
|NAVINT-7  |NNT897|NOV28|332|     |  |G3GcKu                       |USNO|WASH|       |    |XJ  |NASA|     |    |
|INT89-333 |I89333|NOV29|333|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|NAVINT-8  |NNT898|NOV29|333|     |  |G3GcKu                       |USNO|WASH|       |    |XJ  |NASA|     |    |
|INT89-334 |I89334|NOV30|334|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|NAVINT-9  |NNT899|NOV30|334|     |  |G3GcKu                       |USNO|WASH|       |    |XJ  |NASA|     |    |
----------------------------------------------------------------------------------------------------------------
|INT89-335 |I89335|DEC01|335|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-336 |I89336|DEC02|336|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|DSN-8     |DSN898|DEC03|337|     |  |1445                         |JPL |HAYS|       |    |D   |NASA|     |    |
|IRIS-A584 |IA584 |DEC03|337|     |  |MoRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT89-338 |I89338|DEC04|338|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|NAVNET49  |NAVY49|DEC04|338|     |  |G3GcKu                       |USNO|WASH|       |    |XO  |NASA|     |    |
|GSI-3     |GSI893|DEC05|339|     |  |KaTj                         |GSI |HAYS|       |    |DX  |NASA|     |    |
|INT89-339 |I89339|DEC05|339|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-340 |I89340|DEC06|340|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-342 |I89342|DEC08|342|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A585 |IA585 |DEC08|342|     |  |RiRoWz                       |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT89-344 |I89344|DEC10|344|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-345 |I89345|DEC11|345|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-346 |I89346|DEC12|346|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|POLAR     |PLAR89|DEC12|346|     |  |GcKaMoWfWz                   |NASA|HAYS|       |    |X   |NASA|     |    |
|INT89-347 |I89347|DEC13|347|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A586 |IA586 |DEC13|347|     |  |MoRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|NAVNET50  |NAVY50|DEC13|347|     |  |G3GcKu                       |USNO|WASH|       |    |XO  |NASA|     |    |
|ASTROM-2  |AST892|DEC14|348|     |  |GcWf                         |NASA|HAYS|       |    |X   |NASA|     |    |
|INT89-349 |I89349|DEC15|349|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|NAVNET51  |NAVY51|DEC17|351|     |  |G3GcKuRi                     |USNO|WASH|       |    |XO  |NASA|     |    |
|INT89-352 |I89352|DEC18|352|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A587 |IA587 |DEC18|352|     |  |MoRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|PPM-S6    |PM89S6|DEC18|352|     |  |45GcHoKaKuSh                 |NASA|HAYS|       |    |X   |NASA|     |    |
|IRIS-P33  |IP8933|DEC19|353|     |  |GcHoKaMo                     |NOAA|WASH|       |    |XP  |NASA|     |    |
|INT89-354 |I89354|DEC20|354|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|SHS02     |SHS892|DEC20|354|     |  |HhHo                         |NOAA|WASH|       |    |XS  |NASA|     |    |
|INT89-355 |I89355|DEC21|355|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-S25  |IS8925|DEC21|355|     |  |HhMoRiWz                     |NOAA|BONN|       |    |XH  |NASA|     |    |
|IRIS-A588 |IA588 |DEC23|357|     |  |MoRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT89-361 |I89361|DEC27|361|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|NAVNET52  |NAVY52|DEC27|361|     |  |G3GcKuRi                     |USNO|WASH|       |    |XO  |NASA|     |    |
|INT89-362 |I89362|DEC28|362|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|IRIS-A589 |IA589 |DEC28|362|     |  |MoRiWfWz                     |NOAA|WASH|       |    |XI  |NASA|     |    |
|INT89-364 |I89364|DEC30|364|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
|INT89-365 |I89365|DEC31|365|     |  |WfWz                         |NOAA|WASH|       |    |XU  |NASA|     |    |
----------------------------------------------------------------------------------------------------------------
## Master file format version 1.0           2001.08.21 CCT&NRV
